                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    331,                 1.1423,                0.74167,                 1.1226,                0.99554,                0.96837,                  0.995,                0.79625,                0.91991,                0.69716,                 1.1573,             0.00026186,             0.00026186,             0.00026186
                    332,                 1.0601,                0.75096,                 1.2128,                0.97232,                 0.9611,                  0.995,                0.77995,                0.93434,                0.71974,                 1.1567,             0.00025833,             0.00025833,             0.00025833
                    333,                 1.1178,                 0.8022,                 1.2122,                0.97232,                 0.9611,                  0.995,                0.77995,                0.93434,                0.71974,                 1.1567,             0.00025479,             0.00025479,             0.00025479
                    334,                 1.1086,                0.74329,                 1.1784,                0.93179,                0.98343,                  0.995,                0.77978,                0.94138,                0.74719,                 1.1582,             0.00025125,             0.00025125,             0.00025125
                    335,                 1.0729,                0.71188,                 1.2043,                0.93179,                0.98343,                  0.995,                0.77978,                0.94138,                0.74719,                 1.1582,             0.00024772,             0.00024772,             0.00024772
                    336,                 1.1429,                0.71774,                 1.1589,                0.92971,                0.98626,                  0.995,                0.78086,                0.93484,                0.75118,                 1.1607,             0.00024418,             0.00024418,             0.00024418
                    337,                 1.0862,                0.79705,                 1.2672,                0.92971,                0.98626,                  0.995,                0.78086,                0.93484,                0.75118,                 1.1607,             0.00024064,             0.00024064,             0.00024064
                    338,                 1.0555,                0.73249,                 1.2214,                 0.9358,                0.98586,                  0.995,                0.79585,                0.93239,                0.74322,                 1.1639,             0.00023711,             0.00023711,             0.00023711
                    339,                 1.0946,                0.74116,                 1.1184,                 0.9358,                0.98586,                  0.995,                0.79585,                0.93239,                0.74322,                 1.1639,             0.00023357,             0.00023357,             0.00023357
                    340,                  1.044,                0.71853,                 1.1783,                 0.9511,                0.98507,                  0.995,                0.78644,                0.93476,                0.71948,                 1.1659,             0.00023003,             0.00023003,             0.00023003
                    341,                 1.1542,                0.74093,                 1.2548,                 0.9511,                0.98507,                  0.995,                0.78644,                0.93476,                0.71948,                 1.1659,              0.0002265,              0.0002265,              0.0002265
                    342,                 1.1254,                0.76125,                 1.1332,                0.95871,                0.99348,                  0.995,                0.78109,                0.91262,                0.69361,                 1.1594,             0.00022296,             0.00022296,             0.00022296
                    343,                 1.1208,                0.73738,                 1.2321,                0.95871,                0.99348,                  0.995,                0.78109,                0.91262,                0.69361,                 1.1594,             0.00021942,             0.00021942,             0.00021942
                    344,                 1.1362,                 0.7763,                 1.1585,                0.96899,                0.99469,                  0.995,                 0.7964,                0.89251,                0.67709,                 1.1509,             0.00021589,             0.00021589,             0.00021589
                    345,                 1.0709,                0.73065,                 1.0279,                0.96899,                0.99469,                  0.995,                 0.7964,                0.89251,                0.67709,                 1.1509,             0.00021235,             0.00021235,             0.00021235
                    346,                 1.1242,                0.72889,                 1.1416,                0.97482,                0.99565,                  0.995,                0.79831,                0.89166,                 0.6667,                 1.1479,             0.00020881,             0.00020881,             0.00020881
                    347,                 1.2961,                0.90239,                  1.442,                0.97482,                0.99565,                  0.995,                0.79831,                0.89166,                 0.6667,                 1.1479,             0.00020528,             0.00020528,             0.00020528
                    348,                 1.1612,                0.80173,                 1.3082,                0.97877,                0.99709,                  0.995,                0.78973,                0.89683,                0.67207,                  1.148,             0.00020174,             0.00020174,             0.00020174
                    349,                  1.052,                0.70335,                  1.093,                0.97877,                0.99709,                  0.995,                0.78973,                0.89683,                0.67207,                  1.148,              0.0001982,              0.0001982,              0.0001982
                    350,                 1.0904,                0.71835,                 1.1588,                0.97845,                0.99795,                  0.995,                0.80287,                0.89304,                0.67401,                 1.1451,             0.00019467,             0.00019467,             0.00019467
                    351,                 1.0721,                0.74006,                 1.1769,                0.97845,                0.99795,                  0.995,                0.80287,                0.89304,                0.67401,                 1.1451,             0.00019113,             0.00019113,             0.00019113
                    352,                 1.0091,                  0.695,                 1.0706,                0.97552,                 0.9988,                  0.995,                0.78769,                0.89108,                0.67569,                 1.1423,             0.00018759,             0.00018759,             0.00018759
                    353,                 1.1425,                0.73303,                  1.179,                0.97552,                 0.9988,                  0.995,                0.78769,                0.89108,                0.67569,                 1.1423,             0.00018406,             0.00018406,             0.00018406
                    354,                 1.0475,                0.71818,                 1.1833,                0.97054,                0.99708,                  0.995,                0.79839,                 0.8858,                0.68622,                 1.1405,             0.00018052,             0.00018052,             0.00018052
                    355,                 1.2206,                0.84268,                 1.3596,                0.97054,                0.99708,                  0.995,                0.79839,                 0.8858,                0.68622,                 1.1405,             0.00017698,             0.00017698,             0.00017698
                    356,                 1.0553,                0.71076,                 1.1207,                0.96395,                0.99505,                  0.995,                0.80106,                0.89293,                0.70163,                 1.1407,             0.00017344,             0.00017344,             0.00017344
                    357,                 1.0672,                0.73005,                 1.1163,                0.96395,                0.99505,                  0.995,                0.80106,                0.89293,                0.70163,                 1.1407,             0.00016991,             0.00016991,             0.00016991
                    358,                 1.2603,                0.79986,                 1.2722,                0.96001,                0.99423,                  0.995,                0.79089,                0.89297,                 0.7091,                 1.1387,             0.00016637,             0.00016637,             0.00016637
                    359,                 1.1561,                 0.8167,                 1.3229,                0.96001,                0.99423,                  0.995,                0.79089,                0.89297,                 0.7091,                 1.1387,             0.00016283,             0.00016283,             0.00016283
                    360,                 1.1765,                0.73304,                  1.147,                0.96964,                0.98274,                  0.995,                0.79469,                0.88808,                0.70639,                 1.1364,              0.0001593,              0.0001593,              0.0001593
                    361,                 1.0817,                0.71874,                 1.1133,                0.96964,                0.98274,                  0.995,                0.79469,                0.88808,                0.70639,                 1.1364,             0.00015576,             0.00015576,             0.00015576
                    362,                  1.099,                0.73653,                 1.1474,                0.96913,                0.98261,                  0.995,                 0.7972,                0.88327,                0.70225,                 1.1349,             0.00015222,             0.00015222,             0.00015222
                    363,                 1.0501,                0.70756,                 1.0884,                0.96913,                0.98261,                  0.995,                 0.7972,                0.88327,                0.70225,                 1.1349,             0.00014869,             0.00014869,             0.00014869
                    364,                0.97874,                 0.6871,                 1.0598,                0.96851,                0.98276,                  0.995,                0.79674,                0.88629,                0.69445,                 1.1346,             0.00014515,             0.00014515,             0.00014515
                    365,                 1.0997,                0.76121,                 1.1747,                0.96851,                0.98276,                  0.995,                0.79674,                0.88629,                0.69445,                 1.1346,             0.00014161,             0.00014161,             0.00014161
                    366,                 1.1739,                0.80669,                 1.2651,                0.96726,                 0.9829,                  0.995,                0.78793,                0.89117,                 0.6983,                 1.1343,             0.00013808,             0.00013808,             0.00013808
                    367,                 1.0909,                0.78974,                 1.1728,                0.96726,                 0.9829,                  0.995,                0.78793,                0.89117,                 0.6983,                 1.1343,             0.00013454,             0.00013454,             0.00013454
                    368,                 1.0404,                0.73429,                 1.1351,                0.96742,                0.98303,                  0.995,                0.79072,                0.89481,                 0.6944,                 1.1355,               0.000131,               0.000131,               0.000131
                    369,                 1.0562,                0.71091,                 1.0644,                0.96742,                0.98303,                  0.995,                0.79072,                0.89481,                 0.6944,                 1.1355,             0.00012747,             0.00012747,             0.00012747
                    370,                 1.0665,                0.70376,                 1.1232,                0.96896,                0.98303,                  0.995,                0.78987,                0.89764,                0.67972,                 1.1371,             0.00012393,             0.00012393,             0.00012393
                    371,                  1.077,                0.71593,                 1.2156,                0.96896,                0.98303,                  0.995,                0.78987,                0.89764,                0.67972,                 1.1371,             0.00012039,             0.00012039,             0.00012039
                    372,                 1.0264,                0.68157,                 1.1282,                0.96986,                0.98258,                  0.995,                0.79239,                0.90099,                0.66969,                 1.1389,             0.00011686,             0.00011686,             0.00011686
                    373,                 1.0659,                0.74244,                 1.2225,                0.96986,                0.98258,                  0.995,                0.79239,                0.90099,                0.66969,                 1.1389,             0.00011332,             0.00011332,             0.00011332
                    374,                0.98373,                0.68172,                 1.1078,                0.97086,                 0.9824,                  0.995,                0.78677,                0.90083,                0.65423,                 1.1394,             0.00010978,             0.00010978,             0.00010978
                    375,                 1.0171,                0.68019,                 1.0482,                0.97086,                 0.9824,                  0.995,                0.78677,                0.90083,                0.65423,                 1.1394,             0.00010625,             0.00010625,             0.00010625
                    376,                 1.0225,                0.67643,                  1.108,                0.97202,                0.98233,                  0.995,                0.78585,                0.89636,                0.63784,                 1.1383,             0.00010271,             0.00010271,             0.00010271
                    377,                 1.0254,                0.68421,                 1.0586,                0.97202,                0.98233,                  0.995,                0.78585,                0.89636,                0.63784,                 1.1383,             9.9173e-05,             9.9173e-05,             9.9173e-05
